ID: 1, Category: car
Time: 10:45:43, Position: (297.5,280.5), Speed: 4.100304866714182
Time: 10:45:45, Position: (291.0,275.5), Speed: 3.3541019662496847
Time: 10:45:47, Position: (288.0,269.5), Speed: 2.8734899415944444
Time: 10:45:53, Position: (271.5,264.5), Speed: 0.7453559924999299
Time: 10:45:56, Position: (269.5,263.5), Speed: 3.092329219213245
Time: 10:45:58, Position: (263.5,262.0), Speed: 0.5590169943749475
Time: 10:46:00, Position: (263.0,263.0), Speed: 2.1666666666666665
Time: 10:46:03, Position: (257.0,260.5), Speed: 1.7677669529663689
Time: 10:46:05, Position: (253.5,260.0), Speed: 3.5794552658190883
Time: 10:46:07, Position: (247.0,257.0), Speed: 0.25
Time: 10:46:09, Position: (246.5,257.0), Speed: 0.011702491737620375
Time: 16:00:50, Position: (460.5,312.0), Speed: 2.7131367660166177
Time: 16:00:53, Position: (452.5,310.5), Speed: 4.0858835573770875
Time: 16:00:56, Position: (440.5,308.0), Speed: 1.0540925533894598
Time: 16:00:59, Position: (437.5,307.0), Speed: 6.5431261641512
Time: 16:01:01, Position: (424.5,305.5), Speed: 4.7762432936357
Time: 16:01:03, Position: (415.0,304.5), Speed: 2.8201285431696195
Time: 16:01:07, Position: (404.0,302.0), Speed: 1.7677669529663689
Time: 16:01:09, Position: (400.5,301.5), Speed: 3.2058973436118907
Time: 16:01:12, Position: (391.0,300.0), Speed: 4.031128874149275
Time: 16:01:14, Position: (383.0,299.0), Speed: 3.2360813064912666
Time: 16:01:17, Position: (373.5,297.0), Speed: 1.8027756377319946
Time: 16:01:19, Position: (370.5,295.0), Speed: 3.0413812651491097
Time: 16:01:22, Position: (361.5,293.5), Speed: 3.5089172119045497
Time: 16:01:24, Position: (354.5,293.0), Speed: 5.460082416960389
Time: 16:01:26, Position: (344.0,290.0), Speed: 0.5270462766947299
Time: 16:01:29, Position: (342.5,289.5), Speed: 3.75
Time: 16:01:31, Position: (335.0,289.5), Speed: 3.020761493398643
Time: 16:01:33, Position: (329.5,287.0), Speed: 2.5873624493766707
Time: 16:01:36, Position: (322.0,285.0), Speed: 1.2747548783981961
Time: 16:01:38, Position: (319.5,284.5), Speed: 2.1921577396609844
Time: 16:01:41, Position: (313.0,283.5), Speed: 3.0413812651491097
Time: 16:01:43, Position: (307.0,282.5), Speed: 2.386303510546059
Time: 16:01:46, Position: (300.0,281.0), Speed: 1.2747548783981961
Time: 16:01:48, Position: (297.5,280.5), Speed: 2.7335365778094545
Time: 16:01:51, Position: (291.0,275.5), Speed: 3.3541019662496847
Time: 16:01:53, Position: (288.0,269.5), Speed: 2.462991378509524
Time: 16:02:00, Position: (271.5,264.5), Speed: 1.118033988749895
Time: 16:02:02, Position: (269.5,263.5), Speed: 3.092329219213245
Time: 16:02:04, Position: (263.5,262.0), Speed: 0.5590169943749475
Time: 16:02:06, Position: (263.0,263.0), Speed: 3.25
Time: 16:02:08, Position: (257.0,260.5), Speed: 1.1785113019775793
Time: 16:02:11, Position: (253.5,260.0), Speed: 3.5794552658190883
Time: 16:02:13, Position: (247.0,257.0), Speed: 0.16666666666666666

ID: 5, Category: person
Time: 10:44:44, Position: (610.5,305.5), Speed: 2.885849095153799
Time: 10:44:48, Position: (599.0,304.5), Speed: 1.5
Time: 10:44:51, Position: (599.0,300.0), Speed: 0.37267799624996495
Time: 10:44:54, Position: (599.5,299.0), Speed: 0.0006740310370954124
Time: 16:00:50, Position: (610.5,305.5), Speed: 3.8477987935383986
Time: 16:00:53, Position: (599.0,304.5), Speed: 1.5
Time: 16:00:56, Position: (599.0,300.0), Speed: 0.37267799624996495

ID: 6, Category: bus
Time: 10:44:44, Position: (801.5,264.0), Speed: 0.875
Time: 10:44:48, Position: (798.0,264.0), Speed: 1.0540925533894598
Time: 10:44:51, Position: (795.0,263.0), Speed: 0.23570226039551587
Time: 10:44:54, Position: (794.5,262.5), Speed: 1.7400510848184252
Time: 10:44:57, Position: (789.5,261.0), Speed: 1.536590742882148
Time: 10:45:00, Position: (786.0,258.0), Speed: 4.430011286667337
Time: 10:45:02, Position: (783.5,249.5), Speed: 1.0137937550497031
Time: 10:45:05, Position: (783.0,246.5), Speed: 3.4801021696368504
Time: 10:45:08, Position: (780.0,236.5), Speed: 31.78049716414141
Time: 10:45:09, Position: (751.0,249.5), Speed: 5.202163011671203
Time: 10:45:11, Position: (759.5,243.5), Speed: 3.020761493398643
Time: 10:45:13, Position: (765.0,241.0), Speed: 3.640054944640259
Time: 10:45:15, Position: (763.0,248.0), Speed: 2.0155644370746373
Time: 10:45:17, Position: (761.0,251.5), Speed: 4.8676939555034116
Time: 10:45:20, Position: (752.0,263.0), Speed: 2.462214450449026
Time: 10:45:22, Position: (754.0,267.5), Speed: 0.8333333333333334
Time: 10:45:25, Position: (752.0,266.0), Speed: 1.5723301886761005
Time: 10:45:28, Position: (748.0,268.5), Speed: 1.9002923751652299
Time: 10:45:31, Position: (743.5,272.0), Speed: 0.9013878188659973
Time: 10:45:33, Position: (742.0,273.0), Speed: 3.5089172119045497
Time: 10:45:35, Position: (735.0,273.5), Speed: 0.8498365855987974
Time: 10:45:38, Position: (732.5,273.0), Speed: 1.75
Time: 10:45:40, Position: (729.0,273.0), Speed: 0.5
Time: 10:45:43, Position: (727.5,273.0), Speed: 4.527692569068709
Time: 10:45:45, Position: (718.5,272.0), Speed: 1.0307764064044151
Time: 10:45:47, Position: (716.5,272.5), Speed: 3.5
Time: 10:45:49, Position: (709.5,272.5), Speed: 1.5206906325745548
Time: 10:45:51, Position: (712.5,273.0), Speed: 4.5069390943299865
